# Lens 2 (OPL-enforced)
# r_mm, sag_um
1.675804, -25.1730
1.677744, -25.2312
1.679683, -25.2895
1.681623, -25.3479
1.683562, -25.4063
1.685501, -25.4648
1.687439, -25.5234
1.689378, -25.5820
1.691316, -25.6407
1.693255, -25.6995
1.695193, -25.7583
1.697131, -25.8172
1.699068, -25.8761
1.701006, -25.9351
1.702943, -25.9941
1.704880, -26.0533
1.706817, -26.1124
1.708754, -26.1717
1.710691, -26.2310
1.712627, -26.2903
1.714563, -26.3498
1.716500, -26.4093
1.718435, -26.4688
1.720371, -26.5284
1.722307, -26.5881
1.724242, -26.6478
1.726177, -26.7076
1.728112, -26.7675
1.730047, -26.8274
1.731982, -26.8874
1.733916, -26.9474
1.735850, -27.0075
1.737784, -27.0677
1.739718, -27.1279
1.741652, -27.1882
1.743585, -27.2485
1.745519, -27.3089
1.747452, -27.3694
1.749385, -27.4299
1.751318, -27.4905
1.753250, -27.5511
1.755183, -27.6118
1.757115, -27.6726
1.759047, -27.7334
1.760979, -27.7943
1.762910, -27.8553
1.764842, -27.9163
1.766773, -27.9773
1.768704, -28.0385
1.770635, -28.0997
1.772566, -28.1609
1.774497, -28.2222
1.776427, -28.2836
1.778357, -28.3450
1.780287, -28.4065
1.782217, -28.4681
1.784146, -28.5297
1.786076, -28.5914
1.788005, -28.6531
1.789934, -28.7149
1.791863, -28.7768
1.793792, -28.8387
1.795720, -28.9007
1.797648, -28.9627
1.799576, -29.0248
1.801504, -29.0870
1.803432, -29.1492
1.805360, -29.2115
1.807287, -29.2738
1.809214, -29.3362
1.811141, -29.3987
1.813068, -29.4612
1.814994, -29.5238
1.816921, -29.5864
1.818847, -29.6491
1.820773, -29.7119
1.822699, -29.7747
1.824624, -29.8376
1.826550, -29.9005
1.828475, -29.9635
1.830400, -30.0266
1.832325, -30.0897
1.834250, -30.1529
1.836174, -30.2161
1.838098, -30.2794
1.840022, -30.3428
1.841946, -30.4062
1.843870, -30.4696
1.845793, -30.5332
1.847717, -30.5968
1.849640, -30.6604
1.851563, -30.7241
1.853485, -30.7879
1.855408, -30.8517
1.857330, -30.9156
1.859252, -30.9796
1.861174, -31.0436
1.863096, -31.1077
1.865017, -31.1718
1.866939, -31.2360
1.868860, -31.3002
1.870781, -31.3645
1.872702, -31.4289
1.874622, -31.4933
1.876543, -31.5578
1.878463, -31.6224
1.880383, -31.6870
1.882302, -31.7516
1.884222, -31.8163
1.886141, -31.8811
1.888060, -31.9460
1.889979, -32.0109
1.891898, -32.0758
1.893817, -32.1408
1.895735, -32.2059
1.897653, -32.2710
1.899571, -32.3362
1.901489, -32.4015
1.903407, -32.4668
1.905324, -32.5322
1.907241, -32.5976
1.909158, -32.6631
1.911075, -32.7286
1.912991, -32.7942
1.914908, -32.8599
1.916824, -32.9256
1.918740, -32.9914
1.920656, -33.0572
1.922571, -33.1231
1.924487, -33.1891
1.926402, -33.2551
1.928317, -33.3211
1.930231, -33.3873
1.932146, -33.4535
1.934060, -33.5197
1.935975, -33.5860
1.937888, -33.6524
1.939802, -33.7188
1.941716, -33.7853
1.943629, -33.8518
1.945542, -33.9184
1.947455, -33.9850
1.949368, -34.0518
1.951280, -34.1185
1.953193, -34.1854
1.955105, -34.2522
1.957017, -34.3192
1.958928, -34.3862
1.960840, -34.4532
1.962751, -34.5204
1.964662, -34.5875
1.966573, -34.6548
1.968484, -34.7220
1.970394, -34.7894
1.972304, -34.8568
1.974214, -34.9243
1.976124, -34.9918
1.978034, -35.0594
1.979943, -35.1270
1.981852, -35.1947
1.983761, -35.2624
1.985670, -35.3302
1.987579, -35.3981
1.989487, -35.4660
1.991395, -35.5340
1.993303, -35.6020
1.995211, -35.6701
1.997119, -35.7383
1.999026, -35.8065
2.000933, -35.8748
2.002840, -35.9431
2.004747, -36.0115
2.006653, -36.0799
2.008560, -36.1484
2.010466, -36.2170
2.012371, -36.2856
2.014277, -36.3542
2.016183, -36.4230
2.018088, -36.4917
2.019993, -36.5606
2.021898, -36.6295
2.023802, -36.6984
2.025707, -36.7674
2.027611, -36.8365
2.029515, -36.9056
2.031418, -36.9748
2.033322, -37.0440
2.035225, -37.1133
2.037128, -37.1827
2.039031, -37.2521
2.040934, -37.3215
2.042836, -37.3911
2.044739, -37.4606
2.046641, -37.5303
2.048543, -37.6000
2.050444, -37.6697
2.052346, -37.7395
2.054247, -37.8094
2.056148, -37.8793
2.058048, -37.9493
2.059949, -38.0193
2.061849, -38.0894
2.063749, -38.1595
2.065649, -38.2297
2.067549, -38.3000
2.069448, -38.3703
2.071348, -38.4406
2.073247, -38.5110
2.075146, -38.5815
2.077044, -38.6521
2.078942, -38.7226
2.080841, -38.7933
2.082739, -38.8640
2.084636, -38.9348
2.086534, -39.0056
2.088431, -39.0764
2.090328, -39.1474
2.092225, -39.2183
2.094122, -39.2894
2.096018, -39.3605
2.097914, -39.4316
2.099810, -39.5028
2.101706, -39.5741
2.103601, -39.6454
2.105497, -39.7168
2.107392, -39.7882
2.109287, -39.8597
2.111181, -39.9312
2.113076, -40.0028
2.114970, -40.0745
2.116864, -40.1462
2.118758, -40.2179
2.120651, -40.2897
2.122545, -40.3616
2.124438, -40.4335
2.126331, -40.5055
2.128223, -40.5776
2.130116, -40.6496
2.132008, -40.7218
2.133900, -40.7940
2.135792, -40.8663
2.137683, -40.9386
2.139575, -41.0109
2.141466, -41.0834
2.143357, -41.1558
2.145247, -41.2284
2.147138, -41.3010
2.149028, -41.3736
2.150918, -41.4463
2.152808, -41.5190
2.154697, -41.5919
2.156587, -41.6647
2.158476, -41.7376
2.160365, -41.8106
2.162253, -41.8836
2.164142, -41.9567
2.166030, -42.0299
2.167918, -42.1030
2.169806, -42.1763
2.171693, -42.2496
2.173580, -42.3229
2.175467, -42.3963
2.177354, -42.4698
2.179241, -42.5433
